Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,2020,2021,2022,2023,2024,2025
Trametes versicolor,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,1,0,0,1,0,0
Tremella mesenterica,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,0,0,1,0,0,0
Trichaptum abietinum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Unknown,Trichaptum,1,0,0,0,0,0
Trifolium repens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,0,0,0,0,0,1
Tubaria furfuracea,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,0,0,0,1,0,0
Turdus migratorius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,3,0,2,2,0,0
Turricula parryi,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Namaceae,Turricula,0,0,1,0,0,0
Tylobolus claremontus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Diplopoda,Spirobolida,Spirobolidae,Tylobolus,0,0,1,3,1,0
Tyrannus vociferans,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,0,1,0,1,0,1
Uloborus diversus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Uloboridae,Uloborus,0,0,0,1,0,0
Umbellularia californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Umbellularia,4,1,4,3,4,1
Unknown,Not Found,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12,7,5,18,4,4
Urtica urens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,0,0,0,1,0,0
Uta stansburiana,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Phrynosomatidae,Uta,0,1,1,0,0,1
Vanessa atalanta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,0,0,2,0,0,0
Vanessa cardui,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,1,0,1,0,0,0
Verbascum virgatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,1,0,0,0,1,0
Vidua macroura,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua,0,0,0,0,0,1
Vinca major,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,0,0,0,0,1,0
Vireo huttoni,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,1,0,0,0,0,0
Volvopluteus gloiocephalus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvopluteus,3,0,0,1,0,0
Woodwardia fimbriata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Woodwardia,0,0,0,1,0,0
Xanthoparmelia cumberlandia,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Xanthoparmelia,1,0,0,0,0,0
Zenaida macroura,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,0,34,7,1,1,6
Zonotrichia atricapilla,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,2,4,2,1,0,3
Zonotrichia leucophrys,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,4,13,8,0,1,4
