Species Name,Invasive,Kingdom,Phylum,Class,Order,Family,Assessment ID,Red List Category,Population Trend,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024,Observations_2025
Galium murale,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium peloponnesiacum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,234776042,Least Concern,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium verum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,2765936,Least Concern,Decreasing,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrulus glandarius,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,196469765,Least Concern,Stable,1,0,0,0,0,0,0,0,0,0,0,0,47,22,28,8,2,0,0,0
Gastridium ventricosum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaudinia fragilis,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geocaryum peloponesiacum,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,230588323,Least Concern,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium asphodeloides,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium columbinum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium dissectum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium lucidum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium molle,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium purpureum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium robertianum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium rotundifolium,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaucopsyche alexis,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211406880,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Glis glis,0,Animalia,Chordata,Mammalia,Rodentia,Gliridae,227326099,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gnopharmia stevenaria,0,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gomphus schneiderii,0,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,208831646,Least Concern,Unknown,0,0,0,0,0,2,0,0,0,8,0,11,0,4,0,0,0,1,0,0
Gomphus vulgatissimus,0,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,208851085,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gonepteryx cleopatra,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,211411187,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gonepteryx rhamni,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,211428909,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Graphosoma italicum,0,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gryllomorpha dalmatina,0,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,74518522,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hecatera dysodea,0,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hedychridium Abeille,0,Animalia,Arthropoda,Insecta,Hymenoptera,Chrysididae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hedypnois cretica,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helianthemum nummularium,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellenolacerta graeca,0,Animalia,Chordata,Squamata,,Lacertidae,137852588,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0
Heracleum sphondylium,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herniaria cinerea,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heteropogon ornatipes,0,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hierophis gemonensis,0,Animalia,Chordata,Squamata,,Colubridae,137851210,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hippocrepis unisiliquosa,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hirschfeldia incana,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hirundo rustica,0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,166369730,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,21,2,4,45,0,0,1,0
Hogna radiata,0,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Holcus lanatus,1,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holocnemus pluchei,0,Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hordeum bulbosum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,19410413,Least Concern,Stable,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hordeum geniculatum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,6843657,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hordeum glaucum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hordeum leporinum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hymenocarpos circinnatus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum empetrifolium,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum perforatum,1,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,2762472,Least Concern,Stable,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum vesiculosum,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypochaeris cretensis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypochaeris radicata,1,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyponephele lupinus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaea ochrata,0,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Not Found,Unknown,Unknown,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaea rusticata,0,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iduna pallida,0,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,264585997,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Inula verbascifolia,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iphiclides podalirius,0,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,211130131,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Issoria lathonia,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211422502,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Juglans regia,0,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,61526700,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Juncus acutiflorus,0,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,5708756,Least Concern,Stable,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus articulatus,0,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,5681034,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus effusus,0,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,65914179,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kickxia commutata,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kickxia elatine,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirinia roxelana,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211394650,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Knautia integrifolia,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacerta trilineata,0,Animalia,Chordata,Squamata,,Lacertidae,207990400,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Lagoecia cuminoides,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanius collurio,0,Animalia,Chordata,Aves,Passeriformes,Laniidae,264579697,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0
Lanius minor,0,Animalia,Chordata,Aves,Passeriformes,Laniidae,166333515,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lanius senator,0,Animalia,Chordata,Aves,Passeriformes,Laniidae,209744544,Near Threatened,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lapsana communis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiommata megera,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211398778,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lathyrus aphaca,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,120105648,Least Concern,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus hirsutus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,120108293,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus laxiflorus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,122201941,Least Concern,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus niger,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,122201971,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus setifolius,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,120106063,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legousia speculum-veneris,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Leontodon graecus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidium hirtum,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,7229765,Least Concern,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptotes pirithous,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211405537,Least Concern,Increasing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libelloides macaronius,0,Animalia,Arthropoda,Insecta,Neuroptera,Ascalaphidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Libellula depressa,0,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,208853768,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
Ligustrum vulgare,1,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limenitis reducta,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211393669,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
Linaria Mill.,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linaria cannabina,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166415057,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Linaria pelisseriana,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linaria peloponnesiaca,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lindholmiola lens,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicodontidae,5012376,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum bienne,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum pubescens,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum strictum,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum trigynum,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithurgus chrysurus,0,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,21143635,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lolium multiflorum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,7234178,Least Concern,Unknown,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolium rigidum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,7263581,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus angustissimus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus corniculatus,1,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7243415,Least Concern,Stable,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus creticus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus ornithopodioides,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus tenuis,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucanus cervus,0,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,44186100,Least Concern,Stable,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Lullula arborea,0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,264552604,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Luscinia megarhynchos,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,264563469,Least Concern,Stable,2,0,0,0,0,0,0,0,0,0,0,0,15,3,0,11,0,0,0,0
Lycaena ottomana,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211381013,Least Concern,Unknown,0,0,0,0,3,3,0,0,0,8,0,0,1,0,0,0,0,0,0,0
Lycaena tityrus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211432033,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Lysimachia atropurpurea,0,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lythrum junceum,0,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,42328740,Least Concern,Stable,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malabaila aurea,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malva neglecta,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,2764349,Least Concern,Stable,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malva sylvestris,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,2764355,Least Concern,Stable,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maniola jurtina,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211385883,Least Concern,Increasing,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Martes foina,0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,215858724,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matricaria recutita,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago arabica,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7258096,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago coronata,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7236934,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago disciformis,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7264986,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago falcata,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago lupulina,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7248555,Least Concern,Stable,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago minima,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7228433,Least Concern,Stable,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago monspeliaca,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7266817,Least Concern,Stable,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago orbicularis,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7249550,Least Concern,Stable,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago polymorpha,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7273539,Least Concern,Stable,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago rigidula,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,19403033,Least Concern,Stable,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago sativa,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,19402449,Least Concern,Stable,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago truncatula,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,19401776,Least Concern,Stable,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mediodactylus kotschyi,0,Animalia,Chordata,Squamata,,Gekkonidae,200133456,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Melanargia larissa,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211415196,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Meles meles,0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,215859004,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Melica ciliata,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilotus graecus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilotus indicus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilotus spicatus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mentha microphylla,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micromeria juliana,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minuartia globulosa,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minuartia hybrida,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monticola saxatilis,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,264537355,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
