Species Name,Invasive,Kingdom,Phylum,Class,Order,Family,Assessment ID,Red List Category,Population Trend,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024,Observations_2025
Ficaria verna,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,55735247,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ficedula parva,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,166448490,Least Concern,Increasing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Filago arvensis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fringilla coelebs,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166409759,Least Concern,Stable,0,225,0,0,0,0,0,6,121,0,10,10,0,0,2,5,16,3,0,0
Fringilla montifringilla,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,264534717,Least Concern,Decreasing,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fulica atra,0,Animalia,Chordata,Aves,Gruiformes,Rallidae,166239776,Near Threatened,Decreasing,1,937,0,0,0,0,1220,0,3,2,200,161,680,355,1792,0,22,142,0,0
Fumaria officinalis,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,2764779,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Galerida cristata,0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,264572635,Least Concern,Decreasing,1,0,0,0,0,0,0,0,1,0,3,6,3,0,1,0,3,3,0,0
Galium laconicum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Galium peloponnesiacum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,234776042,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium thymifolium,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,230315507,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium verticillatum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium verum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,2765936,Least Concern,Decreasing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallinago gallinago,0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,166243239,Vulnerable,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
Gallinula chloropus,0,Animalia,Chordata,Aves,Gruiformes,Rallidae,166459135,Least Concern,Decreasing,0,0,0,0,5,0,0,0,3,0,0,0,6,7,2,0,0,5,0,0
Garrulus glandarius,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,196469765,Least Concern,Stable,3,9,0,0,0,0,0,2,7,0,5,0,12,0,4,0,13,3,0,0
Genista acanthoclada,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geocaryum parnassicum,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,233624007,Least Concern,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium macrostylum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geranium molle,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium pyrenaicum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Geranium robertianum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Geranium rotundifolium,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium subcaulescens,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Glareola pratincola,0,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,166268593,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaucopsyche alexis,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211406880,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gonepteryx cleopatra,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,211411187,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Gonepteryx rhamni,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,211428909,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Habrocestum graecum,0,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Habropoda tarsata,0,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,21462934,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hedypnois rhagadioloides,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Helianthemum salicifolium,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Helianthemum stoechadifolium,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helichrysum stoechas,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,2758387,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heliophanus melinus,0,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hellenolacerta graeca,0,Animalia,Chordata,Squamata,,Lacertidae,137852588,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0
"Heriaeus Simon,",0,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hermodactylus tuberosus,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Herniaria L.,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herniaria parnassica,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hierophis gemonensis,0,Animalia,Chordata,Squamata,,Colubridae,137851210,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Himantoglossum robertianum,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,21337477,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Hirundo rustica,0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,166369730,Least Concern,Decreasing,0,1,0,0,20,0,0,20,1,0,50,0,4,0,0,0,35,5,0,0
Hordeum bulbosum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,19410413,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hordeum glaucum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hornungia Rchb.,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyalomma aegyptium,0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hyla arborea,0,Animalia,Chordata,Amphibia,Anura,Hylidae,228182338,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hypericum calycinum,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hypericum empetrifolium,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum perfoliatum,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum perforatum,1,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,2762472,Least Concern,Stable,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hypochaeris achyrophorus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hypochaeris cretensis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hypochaeris radicata,1,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichthyosaura alpestris,0,Animalia,Chordata,Amphibia,Caudata,Salamandridae,228183943,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Inula verbascifolia,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iphiclides podalirius,0,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,211130131,Least Concern,Stable,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0
Iris tuberosa,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
Iris unguicularis,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0
Isabellaria clandestina,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,233624778,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Isabellaria saxicola,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,233625601,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issoria lathonia,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211422502,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1
Ixobrychus minutus,0,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,166447041,Least Concern,Stable,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Juglans regia,0,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,61526700,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Juncus inflexus,0,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,43120269,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juniperus oxycedrus,0,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,84118341,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Knautia integrifolia,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koeleria Pers.,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koeleria macrantha,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacerta trilineata,0,Animalia,Chordata,Squamata,,Lacertidae,207990400,Least Concern,Stable,0,0,0,0,0,0,18,0,2,0,1,0,3,0,0,0,4,6,1,0
Lamiaceae,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lamium L.,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamium bifidum,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lamium garganicum,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampides boeticus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211428663,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lanius collurio,0,Animalia,Chordata,Aves,Passeriformes,Laniidae,264579697,Least Concern,Stable,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,5,0,0,0
Lanius minor,0,Animalia,Chordata,Aves,Passeriformes,Laniidae,166333515,Least Concern,Decreasing,0,4,0,0,3,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0
Lanius senator,0,Animalia,Chordata,Aves,Passeriformes,Laniidae,209744544,Near Threatened,Decreasing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
Larus michahellis,0,Animalia,Chordata,Aves,Charadriiformes,Laridae,166458471,Least Concern,Unknown,0,0,0,0,150,0,1,0,0,0,0,0,0,52,0,0,25,31,0,0
Lasiommata megera,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211398778,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Lathyrus grandiflorus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7255034,Least Concern,Stable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Leontodon L.,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leontodon crispus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leontodon graecus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lepadella Bory,0,Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptochilus mimulus,0,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Libelloides lacteus,0,Animalia,Arthropoda,Insecta,Neuroptera,Ascalaphidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Libelloides macaronius,0,Animalia,Arthropoda,Insecta,Neuroptera,Ascalaphidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Linaria cannabina,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166415057,Least Concern,Increasing,0,0,0,0,0,0,0,30,0,0,20,7,4,0,20,0,0,0,0,1
Lindholmiola lens,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicodontidae,5012376,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum L.,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum bienne,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lissotriton graecus,0,Animalia,Chordata,Amphibia,Caudata,Salamandridae,228184805,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Locustella luscinioides,0,Animalia,Chordata,Aves,Passeriformes,Locustellidae,264528269,Least Concern,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolium perenne,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,7262174,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolium rigidum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,7263581,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lotus corniculatus,1,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7243415,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Lotus creticus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loxia curvirostra,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166418271,Least Concern,Stable,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Lullula arborea,0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,264552604,Least Concern,Stable,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0
Luscinia megarhynchos,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,264563469,Least Concern,Stable,1,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0
Lycaena phlaeas,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211390839,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lycaena tityrus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211432033,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Lycaenidae,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Macroglossum stellatarum,0,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Malcolmia W.T.Aiton,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malpolon insignitus,0,Animalia,Chordata,Squamata,,Psammophiidae,207992632,Least Concern,Stable,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
Malva sylvestris,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,2764355,Least Concern,Stable,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mareca penelope,0,Animalia,Chordata,Aves,Anseriformes,Anatidae,166199138,Least Concern,Decreasing,0,9,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0
Mareca strepera,0,Animalia,Chordata,Aves,Anseriformes,Anatidae,166198537,Least Concern,Increasing,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrubium cylleneum,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrubium peregrinum,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Martes foina,0,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,215858724,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mastus pupa,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Enidae,5015319,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago disciformis,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7264986,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago lupulina,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7248555,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medicago rigidula,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,19403033,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medicago sativa,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,19402449,Least Concern,Stable,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Mediodactylus kotschyi,0,Animalia,Chordata,Squamata,,Gekkonidae,200133456,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2
Megachile manicata,0,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,50140903,Data Deficient,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Megascolia maculata,0,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Melanocoryphus albomaculatus,0,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Melanosoma bicolor,0,Animalia,Arthropoda,Insecta,Diptera,Conopidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Melica L.,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melica ciliata,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melissa officinalis,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,2762574,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Melitaea cinxia,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211405253,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mentha microphylla,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesauletobius pubescens,0,Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Micromeria juliana,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milvus migrans,0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,210522696,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Minuartia Loefl.,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minuartia juniperina,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minuartia stellata,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Minucia lunaris,0,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Monticola saxatilis,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,264537355,Least Concern,Unknown,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Morina persica,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morus nigra,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,61890080,Data Deficient,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
